,SongName,ArtistName,id,cluster
1053,En Paris,"El Chachito, Junior H",1Fuc3pBiPFxAeSJoO8tDh5,2
1054,Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey,1G1R0XgChe18Zr1o6tlmN6,0
1055,Que Calor,"Major Lazer, J Balvin, El Alfa, Diplo",1G2CAJeP7rCwOZjlSJ0Zw3,2
1056,No Me Acuerdo,"Thalia, NATTI NATASHA",1G586ld1gbaECg4Bc6w40O,0
1057,Thousand Miles (feat. Brandi Carlile),"Miley Cyrus, Brandi Carlile",1GN6qqehnqUfUHH1gfK81v,1
1058,In the Dark,Camila Cabello,1GO9vCm5Cra5uWGSWQ5mGK,1
1059,Mele Kalikimaka - Single Version,"Bing Crosby, The Andrews Sisters",1GQ3cCJMAhLqWARyVZWxnO,0
1060,Mahvettim,cakal,1GWxwShcDEdSvlr0jcpYI1,2
1061,como si no importara,"Emilia, Duki",1GYJpuLq41vEVKXiHGEY9j,0
1062,Bad Bad Bad (feat. Lil Baby),"Young Thug, Lil Baby",1GeNui6m825V8jP4uKiIaH,2
1063,Rumble,"Skrillex, Fred again.., Flowdan",1GfBLbAhZUWdseuDqhocmn,2
1064,You (with Marshmello & Vance Joy),"benny blanco, Marshmello, Vance Joy",1GkHyypTFkUf0QQKwYoXH4,2
1065,7969 Santa,Drake,1GpWY5RiInhezB8wGWs6oN,1
1066,Midnight,Logic,1GtVGc1UYin3zpMUdNSSpM,1
1067,Call It What You Want,Taylor Swift,1GwMQaZz6Au3QLDbjbMdme,0
1068,Kokain,"Bonez MC, RAF Camora, Gzuz",1H3oIeKUEHpBhXUiso0IMH,0
1069,The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch",1H7KnK26kc1YyellpbINEn,0
1070,Timeless (Taylor’s Version) (From The Vault),Taylor Swift,1HCdems7PQZRj42QDWLA0A,3
1071,Got The Guap (feat. Young Thug),"Lil Uzi Vert, Young Thug",1HF6P40Z7nfExGaB1Gk99v,0
1072,TUYA,ROSALÍA,1HII0EIufOG0nGpWCQixbO,2
1073,"No More (feat. Travis Scott, Kodak Black & 21 Savage)","Metro Boomin, Travis Scott, Kodak Black, 21 Savage",1HLL8X0LH20F6Z9SLXLIjr,1
1074,Labios Mordidos (with KAROL G),"Kali Uchis, KAROL G",1HLaJowFbNM3MPyqnk5vjW,0
1075,I Guess I Just Feel Like,John Mayer,1HNywa8Bk0TmzRwQrzhtPo,1
1076,I Get the Bag (feat. Migos),"Gucci Mane, Migos",1HTtUBEY3tuw2btgwwI2Ja,1
1077,Answerphone (feat. Yxng Bane),"Banx & Ranx, Ella Eyre, Yxng Bane",1HagMz5nWk1HmevNCBOxF3,0
1078,Monster (Shawn Mendes & Justin Bieber),"Shawn Mendes, Justin Bieber",1HbA4N1MiOsPthALesGFR1,0
1079,Wish Wish (feat. Cardi B & 21 Savage),"DJ Khaled, Cardi B, 21 Savage",1Hd2XLitkt1PYCWSbfF5qV,0
1080,Lose You To Love Me,Selena Gomez,1HfMVBKM75vxSfsQ5VefZ5,0
1081,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",1HhNoOuqm1a5MXYEgAFl8o,0
1082,ALIEN SUPERSTAR,Beyoncé,1Hohk6AufHZOrrhMXZppax,0
1083,Find U Again (feat. Camila Cabello),"Mark Ronson, Camila Cabello",1HpzOCZbNWzxvvXfSGtSrX,0
1084,Los del Espacio,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",1Hs1uUl8o2VtDp1DABFq0O,3
1085,In My Head,Lil Tjay,1HvTxgCj0mTzQlEo0zLvFb,2
1086,Ticking,Zach Bryan,1HwDRgozGBMyfJTQUfz09A,1
1087,Jumpin on a Jet,Future,1I3ZAmPmbFV78oNKnibOiW,2
1088,Come Back Home,Sofia Carson,1I4dwH7C0jBAEtz5DjlJgQ,0
1089,War,Drake,1I55Ea0zVoSKs6MqW7DQ3i,0
1090,Maghreb Gang (feat. French Montana & Khaled),"Farid Bang, French Montana, Khaled",1IBUPdwV9TvaipSODdt8QY,2
1091,From the Dining Table,Harry Styles,1IF5UcqRO42D12vYwceOY6,0
1092,Tití Me Preguntó,Bad Bunny,1IHWl5LamUGEuP4ozKQSXZ,1
1093,Go Crazy,"Chris Brown, Young Thug",1IIKrJVP1C9N7iPtG6eOsK,0
1094,Baller los,MERO,1IPRghUN3LFPNbCTsfBJx9,2
1095,Sour Candy (with BLACKPINK),"Lady Gaga, BLACKPINK",1IWNylpZ477gIVUDpJL66u,2
1096,It's the Most Wonderful Time of the Year,Andy Williams,1IcR6RlgvDczfvoWJSSY2A,2
1097,GOLD STACKS,Future,1Ijpng3ZLhTRcEd8iqh4p4,2
1098,Kings & Queens,Ava Max,1InCpEliLCkWHOBdXW7XSx,2
1099,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1Iq8oo9XkmmvCQiGOfORiz,1
1100,Born Singer,BTS,1IthE5GNiRzFN5CVaCa445,1
1101,Arcade,Duncan Laurence,1J14CdDAvBTE1AJYUOwl6C,0
1102,West Coast Shit (feat. Tyga & Quavo),"Pop Smoke, Tyga, Quavo",1JDhNQ0oOT7XpclZn3aQ8F,0
1103,Keanu Reeves,Logic,1JIgaRnqtzS7DuGM3hVZU9,1
1104,Every Breath You Take,The Police,1JSTJqkT5qHq8MDJnJbRE1,1
1105,NOT SOBER (feat. Polo G & Stunna Gambino),"The Kid LAROI, Polo G, Stunna Gambino",1JXBNvlDEl2epKSJ9EOgKX,0
1106,ecstacy (slowed),SUICIDAL-IDOL,1JgknGBbrfmEHeOZH051SS,2
1107,Thotiana (Remix),"Blueface, Cardi B, YG",1JkrD47SDpAbyvqKtolcea,3
1108,Sin (feat. Jaden Smith),"Young Thug, Jaden",1Jl21sidRpEdlVBvYbssLx,0
1109,Don't Stop The Music,Rihanna,1Jo0Zg7XlrA6z0mFTZVdkn,1
1110,Blue Tint,Drake,1Jrj3k5L36dPkU6KAclU7g,2
1111,Wildest Dreams (Taylor's Version),Taylor Swift,1K39ty6o1sHwwlZwO6a7wK,1
1112,Life Is Good (feat. Drake),"Future, Drake",1K5KBOgreBi5fkEHvg5ap3,1
1113,Veneno,Anitta,1KFN3kB4hc6r7ILpifFsqf,2
1114,Escápate Conmigo (feat. Ozuna),"Wisin, Ozuna",1KSqYYJFyfTecXFk9M0prc,1
1115,Beauty and the Beast,"Ariana Grande, John Legend",1KT0xdIjm7t053xByACrrg,1
1116,Roses (with Juice WRLD feat. Brendon Urie),"benny blanco, Juice WRLD, Brendon Urie",1KVczjazCcCCgM3gXXUl47,1
1117,Why,Shawn Mendes,1KXFoiT2n4QXRsFvhWNI4I,1
1118,No Te Debí Besar,"C. Tangana, Paloma Mami",1KdwnsWOvhM53vezy5ROuf,0
1119,Young,The Chainsmokers,1KeZgPUr54C8iz3FjqzVoz,1
1120,My Head & My Heart,Ava Max,1KixkQVDUHggZMU9dUobgm,0
1121,Cristina,Sebastian Yatra,1Kjer1JoWuJGNwGV6Pbgv1,0
1122,Legends,Juice WRLD,1Knctxx9vGZxpZfF66BIEa,0
1123,Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,"Ed Sheeran, Nyla, Kranium, Major Lazer",1KqvRRQd3lfM0pAlkGPrgD,0
1124,On The Radar Freestyle,"Drake, Central Cee",1L0OmJV0LnPDWuHCIGmBV6,1
1125,Filthy,Justin Timberlake,1L3NV7VrCiuE8C5QlhdeQL,1
1126,Affalterbach,"Shindy, Shirin David",1L8LtC2s161XwY6YrtnQjw,0
1127,THIQUE,Beyoncé,1LCm0lFnEsxR2oPqyHLGX9,1
1128,HP,Maluma,1LIqNVhaIgxXUt2eVoIQJ3,0
1129,London Boy,Taylor Swift,1LLXZFeAHK9R4xUramtUKw,0
1130,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",1LPSkqVhWVRUkKE03YUkpB,1
1131,Designer,Lil Pump,1LXbv9jiTtdBdHadZ317Gt,2
1132,Say Something (feat. Chris Stapleton),"Justin Timberlake, Chris Stapleton",1LhMopPAallLeaeNutqbgS,1
1133,Amanece,"Anuel AA, Haze",1LiN0Z98FkR1t0m8KmLcAH,0
1134,Winter Wonderland - Spotify Singles Holiday,Laufey,1LmkdWSxjCV7wKTPsCvYWN,2
1135,Fast Car,Luke Combs,1Lo0QY9cvc8sUB2vnIOxDT,1
1136,Explícale (feat. Bad Bunny),"Yandel, Bad Bunny",1LszjjoVwDDZcWUQbzeDLG,1
1137,Up,Cardi B,1M4OcYkxAtu3ErzSgDEfoi,2
1138,Adore You,Harry Styles,1M4qEo4HE3PRaCOM7EXNJq,0
1139,Depende,"Dj Guuga, Wesley Safadão, Zé Felipe",1M5OUvKG03C0QtzvxRS4Zk,2
1140,VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beéle",1MB8kTH7VKvAMfL9SHgJmG,0
1141,SUVs (Black on Black),"Jack Harlow, Pooh Shiesty",1MIGkQxcdAt2lDx6ySpsc5,2
1142,Neon Guts (feat. Pharrell Williams),"Lil Uzi Vert, Pharrell Williams",1MJErNPIQUoEMu4YUUmecm,1
1143,Overdrive,Drake,1MJHXJ8bdoynpEtCLCbkWf,0
1144,3AM on Glenwood,21 Savage,1MTXYvJ9TSqg9x6WPCDx2n,0
1145,Creep On Me,"GASHI, French Montana, DJ Snake",1MUL6DO2gVimj2YrVedubd,0
1146,my tears ricochet,Taylor Swift,1MgV7FIyNxIG7WzMRJV5HC,1
1147,No Favors,"Big Sean, Eminem",1MksGqIztTT6M9R1ErKVs8,3
1148,I'M THAT GIRL,Beyoncé,1MpCaOeUWhox2Fgigbe1cL,0
1149,Santa's Coming for Us,Sia,1N1ZpYUJc9fwrqk53FGgWv,0
1150,Head Above Water,Avril Lavigne,1N7YeVU0ZwAFbOhwM61ef6,1
1151,SPIT IN MY FACE!,ThxSoMch,1N8TTK1Uoy7UvQNUazfUt5,2
1152,Pretty Girl - Cheat Codes X CADE Remix,"Maggie Lindemann, Cheat Codes, CADE",1NDxZ7cFAo481dtYWdrUnR,0
1153,Under Enemy Arms,Trippie Redd,1NF9EkR5OpMaoVWbsllcm9,2
1154,Girls Have Fun (feat. G-Eazy & Rich The Kid),"Tyga, G-Eazy, Rich The Kid",1NHlyKgtR4roNylOhidKSv,0
1155,lovely (with Khalid),"Billie Eilish, Khalid",1NJcg626wLln4pGHpiV7mf,0
1156,Dance To This (feat. Ariana Grande),"Troye Sivan, Ariana Grande",1NbGcdgwRHZ5rbPIT9hdR3,1
1157,Twenty One,Khalid,1NgCWYuBLfqBDA3b8MgSVU,0
1158,Shake Up Christmas,Train,1NghHeg0wE32eBYrQBVQXL,1
1159,"Here We Go… Again (feat. Tyler, the Creator)","The Weeknd, Tyler, The Creator",1NhjYYcYTRywc0di98xHxf,0
1160,Start Again (feat. Logic),"OneRepublic, Logic",1Nj2oBISdFDSF8eDuXcALz,2
1161,Phantom Regret by Jim,The Weeknd,1NlK2NtpuUazpziLhnJwEV,0
1162,Believer,Imagine Dragons,1NtIMM4N0cFa1dNzN15chl,0
1163,Lemon Tree,Post Malone,1NvpO1o8SpkdH3txtJQQc7,1
1164,Una Noche en Medellín,Cris Mj,1O2pcBJGej0pmH2Y9XZMs6,2
1165,Wild Thoughts (feat. Rihanna & Bryson Tiller),"DJ Khaled, Rihanna, Bryson Tiller",1OAh8uOEOvTDqkKFsKksCi,0
1166,Hymn for the Weekend - Seeb Remix,"Coldplay, Seeb",1OAiWI2oPmglaOiv9fdioU,0
1167,MR. OCTOBER,Bad Bunny,1ODFVLQszq0hCOdZtqV5wq,0
1168,Sleigh Ride,The Ronettes,1ODZGydlown4VesUP8HLJX,0
1169,Bola Rebola,"Tropkillaz, J Balvin, Anitta, ZAAC",1OUPXna2MCgAt3VNmXJBtg,0
1170,Casei Com a Putaria,"Mc Paiva ZS, MC Ryan SP, Kotim",1OZ4uv7OAP24Ix6j3vojLt,2
1171,Beautiful,Bazzi,1OilOIju6R9ia8vilNjChh,0
1172,Like It's Christmas,Jonas Brothers,1OjmlSFuzYflWjSMTCyTJv,0
1173,Tutu,"Camilo, Pedro Capó",1Ol5LmdNDNpFu1oNwfgkux,0
1174,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",1OmcAT5Y8eg5bUPv9qJT4R,0
1175,Everybody,Mac Miller,1OuN92HcVG6NVpWbeESNB3,1
1176,Wildest Dreams (Taylor's Version),Taylor Swift,1Ov37jtRQ2YNAe8HzfczkL,1
1177,Look What You Made Me Do,Taylor Swift,1P17dC1amhFzptugyAO7Il,0
1178,Muñecas,"TINI, La Joaqui, Steve Aoki",1PAvhqefivTNdxZ4u8RT1d,2
1179,Yebba’s Heartbreak,"Drake, Yebba",1PDP7mLiAMwhfmgIwzhOm2,2
1180,THANK GOD,Travis Scott,1PH2MDbcBAU094DlgTIND1,0
1181,All The Parties (feat. Chief Keef),"Drake, Chief Keef",1PIgY9ybyFT9uWLM5POYGY,0
1182,Do We Have A Problem?,"Nicki Minaj, Lil Baby",1PNs0uGru3TcrA94kpyGnc,0
1183,Bad Things (with Camila Cabello),"mgk, Camila Cabello",1PSBzsahR2AKwLJgx8ehBj,1
1184,Chemtrails Over The Country Club,Lana Del Rey,1PZDyestTVydtHpaIcfUJg,1
1185,About Damn Time,Lizzo,1PckUlxKqWQs3RlWXVBLw3,0
1186,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,1PfUKiMDKIlPEF9FfdJawc,3
1187,Second Emotion (feat. Travis Scott),"Justin Bieber, Travis Scott",1PnAx788sAvcI3ZxTlEyX8,0
1188,Kills You Slowly,The Chainsmokers,1Pz3QmQFBFuI60rxCQBeW6,0
1189,Ok Ok pt 2,Kanye West,1QCqedB1ibmRO9x7Ikb5LI,0
1190,t r a n s p a r e n t s o u l feat. Travis Barker,"WILLOW, Travis Barker",1QL7nSDZCwZMnbisV4KOXt,2
1191,Christmas Without You,Ava Max,1QLZKzC2pjP4ySf4ALrNhm,2
1192,Wait,Maroon 5,1Qg9jWGDkKAGZXj5v2OG59,0
1193,444+222,Lil Uzi Vert,1QgTBfRN5m81a5K01qens6,1
1194,Have Yourself A Merry Little Christmas,Sam Smith,1Qi2wh8fFgDV7tl4Sj3f2K,2
1195,Titanic,Juice WRLD,1QoG0Yqz1onMsdbOibZVke,0
1196,Kill Bill,SZA,1Qrg8KqiBpW07V7PNxwwwL,2
1197,Don’t Blame Me,Taylor Swift,1R0a2iXumgCiFb7HEZ7gUE,1
1198,Mon Ami,Samra,1R4xkZXQUQ8QJtAdwHkSgC,2
1199,Rule The World (feat. Ariana Grande),"2 Chainz, Ariana Grande",1R6VwZ8TuHRzxZUxe88n4I,1
1200,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Jung Kook, BTS, FIFA Sound",1RDvyOk4WtPCtoqciJwVn8,0
1201,Whoopty,CJ,1RSzyxqtIO4yX3EyiV4zT5,2
1202,Fr Fr (feat. Lil Skies),"Wiz Khalifa, Lil Skies",1RagpNpkD3KcjXMLGMe99V,0
1203,Cry About It Later,Katy Perry,1RsD951uUUlJx0MRioZfev,0
1204,bye,Ariana Grande,1Rweq7vNjK4kZBbGrmxQsl,2
1205,LA PEOPLE,"Peso Pluma, Tito Double P",1RzjXhgnzqb3dMa5852itx,2
1206,MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,2
1207,Crying in the Club,Camila Cabello,1SJtlNRJDeYHioymcvsqev,0
1208,Call You Mine,"The Chainsmokers, Bebe Rexha",1SNiXDwSilLujcYdvfqVpT,0
1209,Infinity,Jaymes Young,1SOClUWhOi8vHZYMz3GluK,1
1210,Vermissen (feat. Henning May),"Juju, Henning May",1SSzM044DUbVpYNNHWIhYJ,2
1211,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1SV1fxF65n9NhRHp3KlBuu,1
1212,Complicated (feat. Kiiara),"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas, Kiiara",1Sl3njkhhz8nrSPZroDQ82,0
1213,Thinking out Loud,Ed Sheeran,1Slwb6dOYkBlWal1PGtnNg,1
1214,It’s Nice To Have A Friend,Taylor Swift,1SmiQ65iSAbPto6gPFlBYm,2
1215,Dumb Blonde (feat. Nicki Minaj),"Avril Lavigne, Nicki Minaj",1Spmq0UazGU6ovMIlGldZX,0
1216,Toxic Waste,Trippie Redd,1SxagO9GK0UUeEYLmH8Pln,0
1217,Afterglow,Taylor Swift,1SymEzIT3H8UZfibCs3TYi,1
1218,Time (feat. Meek Mill),"Lil Baby, Meek Mill",1Szfm2XAx3Kgl55dyl8sTU,0
1219,Deutschland,Rammstein,1T8IRUJBga0JXioJZvxjBR,3
1220,Modo DND,"Xavi, Tony Aguirre",1TEKUj8c5iyRNUUxo9SdSD,1
1221,needy,Ariana Grande,1TEL6MlSSVLSdhOSddidlJ,2
1222,Don't Think Jesus,Morgan Wallen,1TUuhV75FeOF6UObRsABo2,1
1223,Seeing Green (with Drake & Lil Wayne),"Nicki Minaj, Drake, Lil Wayne",1TZv3bujNaYz646eezRE91,3
1224,Don't Know What To Do,BLACKPINK,1TaQciB8qqRZ9fxWGhS65X,0
1225,Faucet Failure,Ski Mask The Slump God,1ThmUihH9dF8EV08ku5AXN,2
1226,Eleven,Khalid,1ToprX3cpBiXoAe5eNSk74,0
1227,Needed Me,Rihanna,1Tt4sE4pXi57mTD1GCzsqm,0
1228,GRACIAS POR NADA,Bad Bunny,1U3A66OHQyTu4N2QTMsP86,0
1229,SABOR FRESA,Fuerza Regida,1UMm1Qs3u59Wvk53zBUE8r,2
1230,My Only Wish (This Year),Britney Spears,1UQbxSOVbauPxaUh337GTx,1
1231,You Owe Me,The Chainsmokers,1USJRpWDFhxwhCajPXBeel,0
1232,Malibu,Miley Cyrus,1UZOjK1BwmwWU14Erba9CZ,1
1233,Fuera del mercado,Danny Ocean,1UdzJEpgJxtuXAlCOvD4S0,2
1234,From The Start,Laufey,1Ukxccao1BlWrPhYkcXbwZ,2
1235,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],"Metro Boomin, 21 Savage, Mustafa",1UsQe17Ef7tV1ahFqHEFR3,3
1236,I Ain’t Quite Where I Think I Am,Arctic Monkeys,1UwUhKmFxGKs59xiWO60Sx,0
1237,What Christmas Means To Me,Stevie Wonder,1V0qqWBbIWt8hlAjxTZedR,2
1238,Baby,"Joker Bra, VIZE",1V7JaMp11LKGwKiVmSetf0,2
1239,Hablamos Mañana,"Bad Bunny, Duki, Pablo Chill-E",1V8XneTrX6kKeoxYbk4x6h,1
1240,Tilidin,"Capital Bra, Samra",1VEMUkGFio5uURvN8x1DZJ,0
1241,YEAH RIGHT,Joji,1VGzxJnVQND7Cg5H5wGj14,0
1242,Candy,Doja Cat,1VJwtWR6z7SpZRwipI12be,0
1243,Martin & Gina,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,2
1244,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",1VNWdmXSbaNrnWod10WIL0,1
1245,forget me too (feat. Halsey),"mgk, Halsey",1VSuFS7PahCN3SWbOcQ98m,2
1246,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Bizarrap, Eladio Carrion",1VauUM5CBX7nkLcgafQL2B,2
1247,The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,1
1248,Papercut,Linkin Park,1Vej0qeQ3ioKwpI6FUbRv1,0
1249,Mejor Que Yo,"Anuel AA, DJ Luian, Mambo Kingz",1VsHc0qIeyjYOyvN5HIEQG,1
1250,Love Thru the Computer (feat. Justin Bieber),"Gucci Mane, Justin Bieber",1VsqQEYObJsOPaeZwEXRPg,0
1251,Joy To The World,Nat King Cole,1VuAamHM7P3VQQEXYGG3Uu,2
1252,AMG,"Natanael Cano, Peso Pluma, Gabito Ballesteros",1VvoSJiPG9dFsDQjTkACvG,0
1253,Ballena,"Vulgo FK, MC PH, Veigh, Pedro Lotto, Fepache",1Vy9Wn5sbiduZKBqBlH3Mc,0
1254,Sehnsucht,"Miksu / Macloud, t-low",1W1N3usYjgI3XGQA0iX9Vq,2
1255,"Top Off (feat. JAY Z, Future & Beyoncé)","DJ Khaled, JAY-Z, Future, Beyoncé",1W6wxOOYyJyyok8fqYSZ3m,1
1256,Crazy What Love Can Do,"David Guetta, Becky Hill, Ella Henderson",1WCEAGGRD066z2Q89ObXTq,2
1257,Transportin',Kodak Black,1WIZiOuNO3woKfdlSK2gNn,2
1258,Stitches,Shawn Mendes,1WP1r7fuvRqZRnUaTi2I1Q,0
1259,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco, Selena Gomez, J Balvin, Tainy",1WSGTYKLEpKfNQYYW5Oymt,2
1260,Poblado - Remix,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",1WedZeiezCmCEOzLwhx0hV,3
1261,Happy Holiday / The Holiday Season,Andy Williams,1Wf14bTyb6UeKojy8ykPYm,2
1262,Every Hour,"Kanye West, Sunday Service Choir",1WnqWQcWcuQbVzgE7ecfCY,2
1263,FLY,"KC Rebell, Summer Cem",1WoM4mof0Nl1xPtwf6h6ow,0
1264,Envolvimento,MC Loma e As Gêmeas Lacração,1Wolb8MRcXR2IMMaELTRpE,2
1265,Self,Khalid,1WqLtczgKdbHFHhefOU0y7,1
1266,BICHOTA,KAROL G,1WvrDdouh6C51In1SdATbq,0
1267,Ready For Love,BLACKPINK,1Wwh6gmMeolwzbRzfZMY5b,0
1268,Rockin' Around The Christmas Tree,Brenda Lee,1XBc4r6ltXjkFJBrsttwIF,2
1269,Payphone,"Maroon 5, Wiz Khalifa",1XGmzt0PVuFgQYYnV2It7A,1
1270,Anxiety (with Selena Gomez),"Julia Michaels, Selena Gomez",1XJ93XskwJf7PCyIVLbNBt,0
1271,Por Perro,"Sebastian Yatra, Luis Figueroa, Lary Over",1XM5PgxjpYcF0JuE9nfUbS,1
1272,I Get the Bag (feat. Migos),"Gucci Mane, Migos",1XRgIKC5TPwo7nWGyKqgG0,1
1273,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,0
1274,cowboy like me,Taylor Swift,1XjHRolIXL2M1EEOUsGGR4,1
1275,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles",1Xnn1TPyr5h0hpRAT4B4EA,3
1276,Pretty Savage,BLACKPINK,1XnpzbOGptRwfJhZgLbmSr,0
1277,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",1Y3LN4zO1Edc2EluIoSPJN,0
1278,RONDO (feat. Tory Lanez & Young Thug),"6ix9ine, Tory Lanez, Young Thug",1Y500yrabUJY2mIQS3RDt4,2
1279,Super Gremlin,Kodak Black,1Y5Jvi3eLi4Chwqch9GMem,0
1280,SIN SEÑAL,"Quevedo, Ovy On The Drums",1Y62KpDaP5MEL43ZcI6IaG,0
1281,Red Light Green Light,DaBaby,1YDebgap5OFwXEBG18NJvy,2
1282,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora, Bebe Rexha, Charli XCX, Cardi B",1YNQscOx6OqBQjxgJVhEeW,1
1283,MotorSport,"Migos, Nicki Minaj, Cardi B",1YZfcVLbbJwfizR5cDOp3q,3
1284,Hello,Adele,1Yk0cQdMLx5RzzFTYwmuld,3
1285,A$AP Forever (feat. Moby),"A$AP Rocky, Moby",1YmF9PvLhIISIANoMLIYGq,1
1286,SEDA,"Bad Bunny, Bryant Myers",1YnChEM51BVZ5dRhbVFEMl,0
1287,Allergic,Post Malone,1YscJ7yVTlFxW3eF6pv5ba,2
1288,90MIN,Salmo,1YzlPeHWPU0JeM0u4ya5zj,1
1289,Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",1Z0cZI0UzNbP9L8MzzGxqf,0
1290,Plug Walk,Rich The Kid,1ZAyjvIk9YiD76yYy0TEG6,0
1291,MEGATRON,Nicki Minaj,1ZDmxwg7Lywlx68b7SsJjj,0
1292,Bed (feat. Ariana Grande),"Nicki Minaj, Ariana Grande",1ZEm9cJC05rawV2tptNfTS,0
1293,Brividi,"Mahmood, BLANCO",1ZMGp9MTXbtAPvcKa0U3zS,0
1294,Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,1
1295,ROXANNE,Arizona Zervas,1ZPWWSwCkxKfqdp4H0RFCo,2
1296,Trivia 轉 : Seesaw,BTS,1ZPpGPko8oULTmi34rozMh,1
1297,Gorgeous,Taylor Swift,1ZY1PqizIl78geGM4xWlEA,0
1298,Mount Everest,Labrinth,1ZdhOMWyFR8Iv9eylMGYg2,2
1299,Blame It On Me,Post Malone,1ZemPoaj7LBj1RAQrb89EC,1
1300,love yourself (interlude),XXXTENTACION,1Znlc3UZAbSodFaMBjdpsX,2
1301,Lion King On Ice,J. Cole,1ZvBVbsaNqHEP6ymXaPGlj,0
1302,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator, A$AP Rocky",1a0wEEHipnBR7WOHFA6ucQ,0
1303,Hear Me Now,"Alok, Zeeba, Bruno Martini",1a5Yu5L18qNxVhXx38njON,0
1304,FTCU,Nicki Minaj,1a73gcEg6h6Re6hHXoVltJ,0
1305,Junya,Kanye West,1aF9TeHZbe6OVo9dtjPuzK,2
1306,UGH!,BTS,1aKuG1GG76xPLUkjBbQo3W,1
1307,Linger,The Cranberries,1aLNpg2kKvUncflV8xE5AA,1
1308,How Do I Say Goodbye,Dean Lewis,1aOl53hkZGHkl2Snhr7opL,2
1309,Renegade,"Big Red Machine, Taylor Swift",1aU1wpYBSpP0M6IiihY5Ue,1
1310,LOKERA,"Rauw Alejandro, Lyanno, Brray",1aUq8rjW1EwkAkMri4VfJy,0
1311,Feeling Like The End,Joji,1abwytAhbWeHrbsA9eODOy,2
1312,Linda,"Tokischa, ROSALÍA",1ahCrpeTt94LL7y1aXw0Y8,2
1313,No Sleep (feat. Bonn),"Martin Garrix, Bonn",1ahVFh0ViDZr8LvkEVlq3B,0
1314,Available,Justin Bieber,1b6tPXXCV2fSNtR3SKWUQA,0
1315,Rich Flex,"Drake, 21 Savage",1bDbXMyjaUIooNwFE9wn0N,1
1316,"I Do It (ft. Big Sean, Lil Baby)","Lil Wayne, Big Sean, Lil Baby",1bRO28yzxgO3y3UmNR29TZ,0
1317,Jangueo,"Alex Rose, Rafa Pabön",1bRpSCFv6P2OUhciByeRYR,1
1318,Baby Me Atende - Ao Vivo,"Matheus Fernandes, Dilsinho",1bWBG6IkMnDr3qvCKSvQT7,1
1319,Perfect Duet (Ed Sheeran & Beyoncé),"Ed Sheeran, Beyoncé",1bhUWB0zJMIKr9yVPrkEuI,1
1320,Saturn,SZA,1bjeWoagtHmUKputLVyDxQ,0
1321,Lost,Frank Ocean,1bjhYUwKUHEg5fHknxFObO,1
1322,Soltera (Remix),"Lunay, Daddy Yankee, Bad Bunny",1c0hsvHLELX6y8qymnpLKL,1
1323,Love Me Now (feat. Zoe Wees),"Kygo, Zoe Wees",1c1sdxrYLIiuJOlE7PPttb,0
1324,Hold My Hand,Lady Gaga,1c2hJSwcCfoPEw1su83Sw0,1
1325,NIGHT RIDER,Joji,1c39AwcrkN9srI7Az5662I,2
1326,Vai Lá Em Casa Hoje,"George Henrique & Rodrigo, Marília Mendonça",1c4htMHiolERc0YJvZNdlc,0
1327,Wandered To LA (with Justin Bieber),"Juice WRLD, Justin Bieber",1cA4wEmLkKlttS6N89LbJh,0
1328,The Remorse,Drake,1cCXT1cErAY6tmIqHbodrt,3
